,sample-1,sample-2,sample-3,sample-4,sample-5,sample-6,sample-7,sample-8,sample-9,sample-10,sample-11,sample-12,sample-13,sample-14,sample-15,sample-16,sample-17,sample-18,sample-19,sample-20,sample-21,sample-22,sample-23,sample-24,sample-25,sample-26,sample-27,sample-28,sample-29,sample-30,sample-31,sample-32,sample-33,sample-34,sample-35,sample-36,sample-37,sample-38,sample-39,sample-40,sample-41,sample-42,sample-43,sample-44
sample-30,0.16245967532137012,0.2282551887106843,0.22993593332561235,0.22052223421910067,0.1995682629693495,0.25272949187037014,0.2765292504446293,0.22246248044391087,0.32974974675869384,0.28580335955410413,0.29540787996585205,0.3136973521949775,0.36643285260855535,0.35912703948785685,0.25825820023241425,0.2549448668687754,0.2401492264730501,0.19480217368134983,0.2792486586733685,0.24045476008006994,0.26659610838307607,0.30092041608340786,0.1797867508200985,0.18204037934728037,0.2686909896718097,0.2865818752985716,0.32541096298624406,0.352438581830702,0.14543960354979746,0.0,0.21774493337640669,0.17837325602949167,0.2915908583215468,0.35290852990760424,0.19100830574928124,0.3183689787979754,0.2088187954932989,0.33166418706171696,0.26662691868844135,0.29447712229752193,0.34567432688741895,0.325616279385767,0.23662094681156098,0.2566174780247428
sample-31,0.24633128674247365,0.21248548521834595,0.21324074387859537,0.21001685270533016,0.1784901657733841,0.1856032839565236,0.22094821015494956,0.18156421123746103,0.2288279737551414,0.2343313298405879,0.18197419256411304,0.21003859933321986,0.25404576137121626,0.25083503452942046,0.2969185196240018,0.26950151365127295,0.18999988859065198,0.13686112607720136,0.22214146023161993,0.2088473118301594,0.23319003746081363,0.22155126222327165,0.17909659940071398,0.18228427825692944,0.2472615359071823,0.24305268541869243,0.31367803824421236,0.31311237539035097,0.2290173605981698,0.21774493337640669,0.0,0.08721493254277216,0.23939891117743045,0.3393817202742191,0.2470801520966895,0.2563795257846734,0.25693758862593713,0.19349037929637486,0.2209766978540448,0.24274523998625722,0.2405465286711602,0.1995089566015752,0.222110430615803,0.16479667237647333
sample-32,0.2005622959317222,0.20136657501810337,0.21407070927303248,0.20074974471290102,0.17990156193863016,0.1997407901745553,0.2345714847492391,0.18332398900654898,0.2520415193667748,0.22867049509294485,0.21767976681063894,0.2355795256160081,0.26875838322240214,0.26916877595775385,0.29117429690050844,0.24258336563260885,0.14271924188302987,0.1247575970237935,0.22432464176650582,0.1756046847349294,0.2546511180817475,0.24395005680111825,0.13239345154695073,0.16405704180896413,0.2494945796051815,0.24376666295111993,0.2969761508412429,0.3330453356515487,0.20636739152614053,0.17837325602949167,0.08721493254277216,0.0,0.2639228284406,0.33919173240548484,0.22350585111529148,0.2639022211073484,0.19927915790730005,0.2117748594537007,0.2288419003555869,0.24764857175227314,0.25822717263570827,0.2261061223982896,0.23048851664205633,0.2096772076849179
sample-33,0.3095996593650477,0.2055618665756878,0.22656092457565924,0.24991500669103228,0.18595766218586557,0.22846987315347134,0.2184264192167026,0.26564054182022173,0.3068881065223939,0.2926998235137919,0.23343162710742307,0.29814109384914494,0.311622152592378,0.3126602107596432,0.25504689216788007,0.27535544384177646,0.3445613133160469,0.29781731095378405,0.3369963031576092,0.3742494138301534,0.23249300171463166,0.2956367076038474,0.30117642732503586,0.26758018705156167,0.17788514442009556,0.1494799397197533,0.4449742056635808,0.4107532176184089,0.20880636374358366,0.2915908583215468,0.23939891117743045,0.2639228284406,0.0,0.1802210455599971,0.31734195347616423,0.2901301448370561,0.36507155711617795,0.2446919555673845,0.2949740412298882,0.29692897188498013,0.2768861250062176,0.23359455325087308,0.21105543484061934,0.20847248535141233
sample-34,0.35847273186751094,0.2677496874143043,0.27925305504063486,0.27665093728600165,0.2605377542682954,0.30468913038723416,0.28081919584650333,0.3373683541912469,0.36766515242008313,0.3264374364189413,0.3083620184788565,0.37265213188068774,0.36899073953190653,0.38153412403036,0.27454961223725405,0.34350661961909323,0.4278406052676045,0.3812580511357263,0.4013697464643743,0.43834703081312454,0.28882230805095577,0.39766824284939184,0.36328977766381415,0.30355341745004394,0.2493514426229319,0.21102101867267478,0.5311229213130315,0.5148562021719354,0.25406673790925893,0.35290852990760424,0.3393817202742191,0.33919173240548484,0.1802210455599971,0.0,0.3702384164094142,0.3413763826425979,0.40451679888964504,0.3099093342123315,0.3775793877929608,0.3885295312587449,0.3240204318695078,0.274342118402348,0.2961935546185034,0.29307043647467107
sample-35,0.2516646254467088,0.2353542341166762,0.26702526495636525,0.249100635458258,0.22226218273993464,0.2593990568278366,0.2793134692086123,0.2417446237688446,0.30882057587557044,0.26862284119449664,0.29522323830063296,0.2952720197210405,0.33352495413662947,0.32651365949138134,0.35692877520799093,0.35745245168629464,0.28624961847019237,0.2364373363614589,0.2532307374268334,0.2735292710276776,0.31027831867671085,0.3363128910833434,0.23548067081718177,0.22969314412585493,0.2857149927910255,0.2856417121003782,0.4314082946694586,0.40082912903389434,0.21913006025928852,0.19100830574928124,0.2470801520966895,0.22350585111529148,0.31734195347616423,0.3702384164094142,0.0,0.26382249845184397,0.2772680673831788,0.3156603951666924,0.30437380291344535,0.33403807132695845,0.3216855181243907,0.29562551226961614,0.2693518072308573,0.2540575805170498
sample-36,0.3357373867120358,0.24887905258703424,0.2735352299385415,0.2679772630324755,0.2461470336360999,0.166820499877531,0.23661482942777567,0.28599344333826776,0.20659356616572547,0.23203115540027414,0.24528089311306517,0.29703085091643966,0.2085421204102016,0.2230707677025089,0.39101199164673556,0.3812617711085176,0.30516358598690607,0.2797723802974718,0.2037989918590313,0.2819365474329579,0.3240541528696097,0.3346794045310448,0.3112385066321141,0.30629163210919796,0.21218415443624405,0.24421817865761572,0.4773291527053367,0.4437874183925137,0.2954892747481442,0.3183689787979754,0.2563795257846734,0.2639022211073484,0.2901301448370561,0.3413763826425979,0.26382249845184397,0.0,0.4003235359250791,0.21917670897637664,0.33502167245925485,0.3322579477635156,0.2212723458252118,0.19547474114578345,0.2310887677327694,0.24216912310705924
sample-37,0.2088390478430513,0.2929250932456442,0.2908662150189848,0.28692138436766085,0.2894592924306702,0.34215435187758336,0.3480982284999555,0.2707469321061886,0.4006680427941385,0.36567532059683416,0.3276910763411008,0.3357453107216758,0.4122057383387875,0.4091582794920809,0.32514489550537995,0.28411369954471993,0.26905586801305564,0.23379989795245004,0.35206458731015394,0.2730351056598489,0.3329892721930821,0.33919767334344175,0.20785353636903298,0.22089060381533532,0.36567671923310796,0.3604874697312878,0.33278000703693345,0.38854623625283696,0.2942442684136305,0.2088187954932989,0.25693758862593713,0.19927915790730005,0.36507155711617795,0.40451679888964504,0.2772680673831788,0.4003235359250791,0.0,0.35737954419751067,0.3073456514649715,0.33399668662642884,0.40607110516547923,0.36985455042377047,0.34727913213584954,0.34269127313751124
sample-38,0.3558317777484313,0.23577140025897525,0.24799527612984762,0.21903412549465484,0.22260337174984893,0.17542595228908425,0.1995311833595103,0.22685575058140123,0.2303885274733923,0.255546234737681,0.166129856500756,0.21883819141718514,0.20467323148552022,0.20826772873722288,0.3481870692906185,0.3386776935290356,0.3056980391316115,0.23506375997260037,0.26624435203676083,0.2853314431656936,0.23742149983086414,0.2590595390482453,0.2745646766972645,0.28252117023679924,0.2543613186306277,0.23465145328882658,0.41468192327178055,0.3727314109817036,0.2782849011269426,0.33166418706171696,0.19349037929637486,0.2117748594537007,0.2446919555673845,0.3099093342123315,0.3156603951666924,0.21917670897637664,0.35737954419751067,0.0,0.25212946058841923,0.24699435878106799,0.1582594391409798,0.14419625339276992,0.23281539531379813,0.203468016144266
sample-39,0.3082332823113899,0.24329646340381977,0.19501280256983142,0.20430655619801974,0.218701083386525,0.23608862875006817,0.25111851422440024,0.19769025312619154,0.2386202223910132,0.2727773253238734,0.24096273262780288,0.2547134731617549,0.3188826507994903,0.3108043963486099,0.30611551288411093,0.28831058873002113,0.21306340699879747,0.23998728056894056,0.2649909755625228,0.2504294210850756,0.2180198042124983,0.16622749556476066,0.24715781234650352,0.2704372544313107,0.2676434126259466,0.2982475626347408,0.24402583489958865,0.21074868685589815,0.24372122062599128,0.26662691868844135,0.2209766978540448,0.2288419003555869,0.2949740412298882,0.3775793877929608,0.30437380291344535,0.33502167245925485,0.3073456514649715,0.25212946058841923,0.0,0.06609801754909427,0.2882944037985958,0.278953438282498,0.22778351263321456,0.2272484234311558
sample-40,0.3390489242840544,0.2675925587549999,0.2212869446445383,0.23239301116564082,0.23893265013209003,0.23215111246368647,0.2571737341451975,0.22230043847019074,0.23242453334847962,0.28585830014849906,0.23691256261771643,0.2615902718449649,0.3185515751865937,0.3090162981144087,0.32533717388401895,0.3071952207245447,0.22755692408865627,0.25898375294591003,0.2896459964799571,0.2793421345701213,0.23822586322418143,0.17822199637180125,0.284353732725148,0.3035117045119056,0.2704987281122773,0.304680278805208,0.24353277024277442,0.206378616048559,0.2740486672177232,0.29447712229752193,0.24274523998625722,0.24764857175227314,0.29692897188498013,0.3885295312587449,0.33403807132695845,0.3322579477635156,0.33399668662642884,0.24699435878106799,0.06609801754909427,0.0,0.29400228329994516,0.28681160103778697,0.24010786458248679,0.24396139543558226
sample-41,0.378461854190173,0.2812596918583733,0.2873542681768781,0.2629250932255937,0.26235794098430704,0.18915984297155702,0.27613097558636857,0.29887016594136595,0.19612048918767916,0.2216799965812837,0.23959633144575931,0.30619783834333486,0.19612918272999655,0.18748610230088908,0.4099569843120072,0.40373874442900265,0.3058499045529489,0.25843848226516075,0.2690387214359209,0.29528016013900704,0.29709464777697653,0.32302119564088927,0.3211234067224142,0.3189031139074717,0.26448626086554566,0.27129318101858185,0.47420720171368347,0.4201957683074013,0.30977611845478953,0.34567432688741895,0.2405465286711602,0.25822717263570827,0.2768861250062176,0.3240204318695078,0.3216855181243907,0.2212723458252118,0.40607110516547923,0.1582594391409798,0.2882944037985958,0.29400228329994516,0.0,0.10958109152481771,0.27525698699123435,0.25510330998921127
sample-42,0.3500584535230815,0.24398575861655955,0.24890202018067814,0.22502628647795156,0.23150032879953403,0.16734834784357722,0.2348668711590815,0.2824697593124161,0.19211344050294646,0.2015753919008192,0.19208531551067934,0.25584624303635733,0.19796425952373278,0.20704901682029478,0.3727582907133815,0.3638653382826104,0.2995165726949186,0.24458805297851524,0.2544321518478718,0.2835644374111606,0.23986118149437272,0.3066664176331701,0.2978041182989299,0.26796696340814746,0.22834955588065925,0.21667142201153583,0.46167583231490494,0.4043154911371004,0.2498547565986245,0.325616279385767,0.1995089566015752,0.2261061223982896,0.23359455325087308,0.274342118402348,0.29562551226961614,0.19547474114578345,0.36985455042377047,0.14419625339276992,0.278953438282498,0.28681160103778697,0.10958109152481771,0.0,0.2365594727097709,0.20999630019534776
sample-43,0.2695350774231175,0.1777770342941516,0.2121355065736184,0.18643238625258224,0.1793149958634807,0.1574837116678435,0.14809248601742986,0.19547551003365143,0.2327132168634023,0.20658539486691702,0.19535901791646,0.20245011846447114,0.2556675860616854,0.26145882056219943,0.32983294502604776,0.3154574451194694,0.27547569276866557,0.25026923730249506,0.25789889698243906,0.29379816516415824,0.19074803253526534,0.232379083683391,0.24354458699928078,0.2383777359948187,0.17787492696689583,0.20227384998933254,0.3904162121867525,0.3562246311881519,0.2230926482381809,0.23662094681156098,0.222110430615803,0.23048851664205633,0.21105543484061934,0.2961935546185034,0.2693518072308573,0.2310887677327694,0.34727913213584954,0.23281539531379813,0.22778351263321456,0.24010786458248679,0.27525698699123435,0.2365594727097709,0.0,0.11109886928216905
sample-44,0.27131096886229333,0.18359238454770554,0.1997876433230958,0.19361296349774937,0.1514930629322046,0.149719901211341,0.16286756948288175,0.18671328002253051,0.23794307247777702,0.22085205693514828,0.1908789789974643,0.20270415986343665,0.23814329075406232,0.2400695842842461,0.33203877736073706,0.314738294908784,0.264003588328488,0.22103254732421013,0.2430060851010537,0.28179037907030635,0.21442974942691892,0.24050572059510994,0.23494003907692163,0.22413387512152294,0.20515870560127625,0.21024343069216253,0.3872490710525671,0.3538049176140549,0.22282636005865614,0.2566174780247428,0.16479667237647333,0.2096772076849179,0.20847248535141233,0.29307043647467107,0.2540575805170498,0.24216912310705924,0.34269127313751124,0.203468016144266,0.2272484234311558,0.24396139543558226,0.25510330998921127,0.20999630019534776,0.11109886928216905,0.0
